rooms,Elitka,area,heating,floor,price
2,0,44,1,6,41000
3,0,52,1,6,41000
3,0,69,1,1,41200
3,1,58,1,9,41200
3,1,69,1,2,41200
3,1,48,1,4,41200
3,1,48,1,8,41200
3,0,51,1,7,41200
3,1,51,1,4,41490
3,0,52,1,8,41500
2,1,46,1,4,41500
3,0,65,1,4,41500
2,1,51,1,3,41500
2,1,46,1,8,41500
2,1,50,1,4,41500
2,1,46,1,6,41500
2,1,49,1,4,41500
2,1,53,1,7,41500
2,1,48,1,4,41500
2,1,52,1,8,41500
2,1,52,1,5,41500
2,1,52,1,8,41500
2,1,52,1,8,41500
3,1,65,1,7,41500
3,1,46,1,4,41500
4,1,90,1,2,41500
3,0,61,1,3,41500
3,0,44,1,7,41500
3,0,43,1,6,41500
2,0,57,1,4,41500
2,0,41,1,8,41500
2,1,42,1,9,41500
2,0,45,1,7,41500
2,0,48,1,5,41500
2,0,32,1,9,41500
2,0,58,1,4,41500
4,0,73,1,1,41500
4,1,60,1,11,41500
2,0,42,1,5,41500
2,1,44,1,7,41500
2,1,48,1,7,41500
2,1,44,1,7,41500
2,1,43,1,9,41500
3,0,49,1,9,41500
3,0,58,1,3,41500
4,0,56,1,4,41500
4,0,62,1,7,41500
4,0,68,1,4,41500
4,0,73,1,2,41500
2,1,43,1,9,41500
3,0,54,1,6,41500
3,0,67,1,5,41500
2,0,44,1,6,41500
3,1,58,1,10,41500
3,0,48,1,4,41500
3,0,64,1,3,41500
3,0,50,1,8,41500
3,0,62,1,4,41500
4,0,76,1,1,41500
2,1,43,1,4,41600
2,0,53,1,4,41600
2,0,54,1,3,41700
2,0,51,1,8,41800
2,0,40,1,7,41850
2,0,40,1,5,41900
2,0,55,1,5,42000
4,0,83,1,2,42000
2,0,59,1,8,42000
3,0,65,1,4,42000
3,0,54,1,6,42000
3,0,45,1,7,42000
3,0,45,1,7,42000
3,0,74,1,1,42000
3,0,60,1,4,42000
3,0,45,1,5,42000
3,1,42,1,10,42000
2,0,43,1,8,42000
3,0,53,1,9,42000
3,0,60,1,5,42000
3,0,50,1,6,42000
3,0,56,1,8,42000
3,0,51,1,6,42000
3,0,58,1,3,42000
3,0,62,1,8,42000
3,0,58,1,8,42000
3,0,76,1,2,42000
3,0,48,1,3,42000
3,0,48,1,6,42000
3,0,54,1,3,42000
3,0,52,1,6,42000
3,0,38,1,5,42000
3,0,54,1,4,42000
3,0,50,1,5,42000
3,0,43,1,5,42000
3,0,54,1,5,42000
3,0,42,1,5,42000
3,0,54,1,5,42000
3,0,54,1,7,42000
3,0,42,1,7,42000
3,1,52,1,3,42000
3,0,63,1,9,42000
3,0,60,1,4,42000
3,1,67,1,7,42000
3,1,63,1,7,42000
3,0,76,1,1,42000
4,0,85,1,2,42000
1,1,44,1,4,42000
2,1,56,1,3,42000
2,1,45,1,3,42000
2,1,44,1,6,42000
2,1,50,1,8,42000
3,0,65,1,6,42000
3,0,52,1,4,42000
2,1,52,1,3,42000
3,0,68,1,9,42000
3,0,54,1,7,42000
3,0,50,1,6,42000
3,0,69,1,8,42000
3,0,62,1,8,42000
4,0,70,1,1,42000
3,0,62,1,3,42000
3,0,49,1,6,42000
3,0,58,1,7,42000
3,0,59,1,9,42000
4,0,50,1,9,42000
4,0,92,1,1,42000
2,0,48,1,3,42000
2,0,44,1,9,42000
2,1,61,1,5,42000
3,0,62,1,5,42000
2,1,53,1,3,42000
3,1,54,1,6,42000
3,0,63,1,3,42000
3,1,65,1,6,42000
3,0,65,1,5,42000
3,0,61,1,8,42000
3,1,76,1,1,42000
3,0,50,1,5,42000
3,0,65,1,8,42185
3,0,58,1,4,42200
3,0,60,1,7,42200
3,0,60,1,4,42200
4,0,90,1,2,42200
4,1,70,1,8,42210
3,1,52,1,5,42210
3,1,59,1,6,42300
3,11,77,1,1,42300
3,1,77,1,2,42300
3,1,77,1,2,42300
3,1,77,1,1,42350
3,0,52,1,3,42350
2,0,45,1,9,42350
3,0,50,1,3,42350
3,0,50,1,7,42500
3,1,71,1,1,42500
3,0,50,1,10,42500
2,0,49,1,7,42500
2,0,43,1,3,42500
2,0,49,1,5,42500
3,0,50,1,4,42500
3,1,65,1,4,42500
2,1,44,1,8,42500
3,0,50,1,4,42500
3,1,54,1,6,42500
3,1,66,1,10,42500
3,0,50,1,3,42500
3,0,63,1,7,42500
2,1,46,1,7,42500
2,1,45,1,7,42500
3,1,50,1,3,42500
3,0,59,1,9,42500
3,0,42,1,3,42500
3,0,43,1,8,42500
3,0,44,1,6,42500
3,0,68,1,7,42500
3,0,56,1,6,42500
2,0,58,1,5,42500
4,0,65,1,3,42500
3,0,50,1,6,42500
3,0,57,1,3,42500
3,0,68,1,4,42500
2,0,54,1,4,42500
4,1,68,1,11,42500
4,1,68,1,5,42500
2,0,58,1,8,42500
4,0,68,1,5,42500
3,0,52,1,7,42500
3,0,52,1,4,42500
4,1,90,1,1,42500
3,0,56,1,7,42500
4,0,71,1,2,42500
4,0,65,1,9,42500
3,1,52,1,11,42500
3,0,66,1,7,42500
3,1,69,1,10,42500
3,0,37,1,4,42503
3,1,66,1,11,42600
3,0,68,1,6,42800
3,2,60,1,3,42800
3,0,56,1,5,42900
3,0,68,1,5,43000
3,0,48,1,9,43000
3,1,46,1,8,43000
3,1,59,1,4,43000
3,1,65,1,9,43000
2,1,37,1,5,43000
4,1,80,1,2,43000
3,0,50,1,8,43000
3,1,51,1,7,43000
3,0,49,1,8,43000
3,1,69,1,4,43000
2,0,44,1,4,43000
3,0,50,1,9,43000
3,1,54,1,4,43000
2,1,50,1,7,43000
3,1,66,1,3,43000
2,1,46,1,8,43000
2,1,46,1,8,43000
3,1,58,1,8,43000
3,1,68,1,9,43000
3,1,50,1,5,43000
4,0,71,1,8,43000
2,1,52,1,7,43000
3,1,73,1,1,43000
3,1,54,1,5,43000
3,0,56,1,5,43000
3,0,60,1,3,43000
3,1,58,1,5,43000
3,0,58,1,3,43000
3,0,58,1,3,43000
4,1,105,0,1,69000
3,1,58,1,11,43000
4,0,76,1,1,43000
3,0,68,1,9,43000
3,1,60,1,4,43000
3,1,45,1,3,43000
3,1,56,1,4,43000
3,1,55,1,9,43000
3,1,54,1,5,43000
2,1,40,1,6,43000
3,1,45,1,4,43000
3,1,44,1,7,43000
3,0,45,1,4,43000
3,1,56,1,9,43000
3,1,60,1,9,43000
3,1,67,1,6,43000
3,1,77,1,2,43000
3,1,50,1,3,43000
3,1,43,1,6,43000
3,1,43,1,6,43000
3,1,43,1,8,43000
3,1,46,1,4,43000
2,1,40,1,7,43000
3,1,53,1,5,43000
3,1,75,1,2,43000
3,1,60,1,8,43000
3,1,68,1,3,43000
4,0,75,1,2,43000
4,1,84,1,2,43000
4,1,63,1,5,43000
3,1,50,1,7,43000
3,1,68,1,6,43000
3,1,54,1,3,43000
3,1,58,1,4,43000
3,1,58,1,8,43000
2,1,69,1,5,43000
2,1,42,1,7,43000
4,1,58,1,3,43000
2,0,61,1,7,43000
3,1,52,1,5,43000
3,1,58,1,4,43000
4,1,76,1,2,43000
3,1,71,1,6,43000
3,1,54,1,6,43000
3,1,54,1,7,43000
3,1,54,1,5,43000
3,1,68,1,8,43000
3,1,82,1,11,53500
4,1,92,1,9,64000
4,1,89,1,5,58000
4,1,85,1,7,52000
3,1,79,1,8,54000
4,1,96,1,5,64000
4,1,89,1,5,58000
4,1,85,1,4,54000
4,1,96,1,5,65000
4,1,90,1,5,62000
4,1,89,1,4,56000
